"cid","site","nARTR","nNonARTR","nARTRgt25","nNonARTRgt25","nShrubs","val","ucid"
954,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_954"
955,"SodaNaturalArea1",4,0,4,0,4,0,"SodaNaturalArea1_955"
956,"SodaNaturalArea1",5,0,5,0,5,1,"SodaNaturalArea1_956"
957,"SodaNaturalArea1",9,0,5,0,9,0,"SodaNaturalArea1_957"
958,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_958"
959,"SodaNaturalArea1",2,0,2,0,2,0,"SodaNaturalArea1_959"
960,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_960"
961,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_961"
962,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_962"
973,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_973"
974,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_974"
975,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_975"
976,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_976"
977,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_977"
978,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_978"
979,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_979"
980,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_980"
981,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_981"
982,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_982"
983,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_983"
984,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_984"
985,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_985"
986,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_986"
987,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_987"
988,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_988"
989,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_989"
990,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_990"
991,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_991"
992,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_992"
993,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_993"
994,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_994"
995,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_995"
996,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_996"
997,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_997"
998,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_998"
999,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_999"
1000,"SodaNaturalArea1",2,0,2,0,2,0,"SodaNaturalArea1_1000"
1001,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1001"
1002,"SodaNaturalArea1",3,0,2,0,3,1,"SodaNaturalArea1_1002"
1003,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1003"
1004,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1004"
1005,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1005"
1006,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1006"
1017,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1017"
1018,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1018"
1019,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1019"
1020,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1020"
1021,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1021"
1022,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1022"
1023,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1023"
1024,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1024"
1025,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1025"
1026,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1026"
1027,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1027"
1028,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1028"
1029,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1029"
1030,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1030"
1031,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1031"
1032,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1032"
1033,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1033"
1034,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1034"
1035,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1035"
1036,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1036"
1037,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1037"
1038,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1038"
1039,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1039"
1040,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1040"
1041,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1041"
1042,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1042"
1043,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1043"
1044,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1044"
1045,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1045"
1046,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1046"
1047,"SodaNaturalArea1",5,0,5,0,5,0,"SodaNaturalArea1_1047"
1048,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1048"
1049,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1049"
1050,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1050"
1061,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1061"
1062,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1062"
1063,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1063"
1064,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1064"
1065,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1065"
1066,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1066"
1067,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1067"
1068,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1068"
1069,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1069"
1070,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1070"
1071,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1071"
1072,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1072"
1073,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1073"
1074,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1074"
1075,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1075"
1076,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1076"
1077,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1077"
1078,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1078"
1079,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1079"
1080,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1080"
1081,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1081"
1082,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1082"
1083,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1083"
1084,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1084"
1085,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1085"
1086,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1086"
1087,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1087"
1088,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1088"
1089,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1089"
1090,"SodaNaturalArea1",3,0,3,0,3,0,"SodaNaturalArea1_1090"
1091,"SodaNaturalArea1",13,0,9,0,13,1,"SodaNaturalArea1_1091"
1092,"SodaNaturalArea1",3,0,3,0,3,0,"SodaNaturalArea1_1092"
1093,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1093"
1094,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1094"
1105,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1105"
1106,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1106"
1107,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1107"
1108,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1108"
1109,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1109"
1110,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1110"
1111,"SodaNaturalArea1",3,0,0,0,3,1,"SodaNaturalArea1_1111"
1112,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1112"
1113,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1113"
1114,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1114"
1115,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1115"
1116,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1116"
1117,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1117"
1118,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1118"
1119,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1119"
1120,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1120"
1121,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1121"
1122,"SodaNaturalArea1",2,0,2,0,2,0,"SodaNaturalArea1_1122"
1123,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1123"
1124,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1124"
1125,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1125"
1126,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1126"
1127,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1127"
1128,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1128"
1129,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1129"
1130,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1130"
1131,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1131"
1132,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1132"
1133,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1133"
1134,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1134"
1135,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1135"
1136,"SodaNaturalArea1",2,0,2,0,2,0,"SodaNaturalArea1_1136"
1137,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1137"
1138,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1138"
1149,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1149"
1150,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1150"
1151,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1151"
1152,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1152"
1153,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1153"
1154,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1154"
1155,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1155"
1156,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1156"
1157,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1157"
1158,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1158"
1159,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1159"
1160,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1160"
1161,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1161"
1162,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1162"
1163,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1163"
1164,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1164"
1165,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1165"
1166,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1166"
1167,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1167"
1168,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1168"
1169,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1169"
1170,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1170"
1171,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1171"
1172,"SodaNaturalArea1",0,2,0,0,2,1,"SodaNaturalArea1_1172"
1173,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1173"
1174,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1174"
1175,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1175"
1176,"SodaNaturalArea1",2,3,2,0,5,1,"SodaNaturalArea1_1176"
1177,"SodaNaturalArea1",3,1,3,0,4,0,"SodaNaturalArea1_1177"
1178,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1178"
1179,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1179"
1180,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1180"
1181,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1181"
1182,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1182"
1193,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1193"
1194,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1194"
1195,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1195"
1196,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1196"
1197,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1197"
1198,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1198"
1199,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1199"
1200,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1200"
1201,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1201"
1202,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1202"
1203,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1203"
1204,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1204"
1205,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1205"
1206,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1206"
1207,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1207"
1208,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1208"
1209,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1209"
1210,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1210"
1211,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1211"
1212,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1212"
1213,"SodaNaturalArea1",1,1,1,0,2,0,"SodaNaturalArea1_1213"
1214,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1214"
1215,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1215"
1216,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1216"
1217,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1217"
1218,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1218"
1219,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1219"
1220,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1220"
1221,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1221"
1222,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1222"
1223,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1223"
1224,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1224"
1225,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1225"
1226,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1226"
1237,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1237"
1238,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1238"
1239,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1239"
1240,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1240"
1241,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1241"
1242,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1242"
1243,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1243"
1244,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1244"
1245,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1245"
1246,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1246"
1247,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1247"
1248,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1248"
1249,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1249"
1250,"SodaNaturalArea1",1,0,0,0,1,1,"SodaNaturalArea1_1250"
1251,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1251"
1252,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1252"
1253,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1253"
1254,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1254"
1255,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1255"
1256,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1256"
1257,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1257"
1258,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1258"
1259,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1259"
1260,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1260"
1261,"SodaNaturalArea1",1,1,1,0,2,0,"SodaNaturalArea1_1261"
1262,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1262"
1263,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1263"
1264,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1264"
1265,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1265"
1266,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1266"
1267,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1267"
1268,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1268"
1269,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1269"
1270,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1270"
1281,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1281"
1282,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1282"
1283,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1283"
1284,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1284"
1285,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1285"
1286,"SodaNaturalArea1",2,0,2,0,2,1,"SodaNaturalArea1_1286"
1287,"SodaNaturalArea1",2,0,1,0,2,0,"SodaNaturalArea1_1287"
1288,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1288"
1289,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1289"
1290,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1290"
1291,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1291"
1292,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1292"
1293,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1293"
1294,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1294"
1295,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1295"
1296,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1296"
1297,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1297"
1298,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1298"
1299,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1299"
1300,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1300"
1301,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1301"
1302,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1302"
1303,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1303"
1304,"SodaNaturalArea1",0,4,0,0,4,0,"SodaNaturalArea1_1304"
1305,"SodaNaturalArea1",0,8,0,0,8,1,"SodaNaturalArea1_1305"
1306,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1306"
1307,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1307"
1308,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1308"
1309,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1309"
1310,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1310"
1311,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1311"
1312,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1312"
1313,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1313"
1314,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1314"
1325,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1325"
1326,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1326"
1327,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1327"
1328,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1328"
1329,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1329"
1330,"SodaNaturalArea1",2,0,2,0,2,0,"SodaNaturalArea1_1330"
1331,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1331"
1332,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1332"
1333,"SodaNaturalArea1",2,1,2,0,3,1,"SodaNaturalArea1_1333"
1334,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1334"
1335,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1335"
1336,"SodaNaturalArea1",2,0,2,0,2,1,"SodaNaturalArea1_1336"
1337,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1337"
1338,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1338"
1339,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1339"
1340,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1340"
1341,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1341"
1342,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1342"
1343,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1343"
1344,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1344"
1345,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1345"
1346,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1346"
1347,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1347"
1348,"SodaNaturalArea1",0,1,0,0,1,0,"SodaNaturalArea1_1348"
1349,"SodaNaturalArea1",0,1,0,1,1,0,"SodaNaturalArea1_1349"
1350,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1350"
1351,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1351"
1352,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1352"
1353,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1353"
1354,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1354"
1355,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1355"
1356,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1356"
1357,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1357"
1358,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1358"
1369,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1369"
1370,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1370"
1371,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1371"
1372,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1372"
1373,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1373"
1374,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1374"
1375,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1375"
1376,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1376"
1377,"SodaNaturalArea1",2,1,1,0,3,0,"SodaNaturalArea1_1377"
1378,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1378"
1379,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1379"
